feature	partner	sample_name
CCDC30	YBX1	ACH-000008
JMJD6	RPTOR	ACH-000008
AKAP6	LARS	ACH-000558
ARHGAP17	CNOT1	ACH-000558
CBFB	ABL1	ACH-000558
CCL17	C7orf50	ACH-000558
CFAP77	DHX38	ACH-000558
COX10-AS1	PAFAH1B1	ACH-000558
CPNE2	MAD1L1	ACH-000558
EEF2K	SDK1	ACH-000558
EHMT2	VARS	ACH-000558
ELMSAN1	DCAF12	ACH-000558
FUK	CBFB	ACH-000558
GINS3	ABL1	ACH-000558
IL34	SNTB2	ACH-000558
IQCE	NFAT5	ACH-000558
MAFK	CPNE2	ACH-000558
NMT1	DBF4B	ACH-000558
PALB2	MOSMO	ACH-000558
RADIL	PMFBP1	ACH-000558
RAPGEF1	FAM20C	ACH-000558
RNF130	ADAMTS2	ACH-000558
SLC6A2	USB1	ACH-000558
TNRC6A	SETX	ACH-000558
ZDHHC1	ADGRG1	ACH-000558
PIGX	PAK2	ACH-000201
DNAJB1	GIPC1	ACH-000788
DNASE2	NFIX	ACH-000788
JSRP1	AP3D1	ACH-000788
PALM	GNG7	ACH-000788
SUPT6H	NEK8	ACH-000788
RICTOR	MYO10	ACH-000740
VPS13B	CNOT7	ACH-000740
MSRB3	HMGA2	ACH-000657
BLMH	DYNC1LI2	ACH-000219
COG4	ST3GAL2	ACH-000219
EP300	L3MBTL2	ACH-000219
KLHL31	ELOVL5	ACH-000219
MIR137HG	DPYD	ACH-000219
PRKCH	HIF1A	ACH-000219
RTN4	AHCY	ACH-000219
SLC39A11	LINC00511	ACH-000219
CCT4	USP34	ACH-000555
CUX1	SH2B2	ACH-000555
FYB1	RICTOR	ACH-000681
WDR72	SCAMP2	ACH-000681
CHRDL2	SUPT20H	ACH-000052
FLI1	EWSR1	ACH-000052
SPG7	LINC00221	ACH-000052
RGMB	GBE1	ACH-000429
ATF5	IL4I1	ACH-000528
ICE2	ANXA2	ACH-000528
KIAA0895	PRKAR1B	ACH-000528
MAD1L1	SNX8	ACH-000528
NCOA7	TRMT11	ACH-000528
SPINT2	SIPA1L3	ACH-000528
MERTK	TMEM87B	ACH-000880
PGAM1	ZDHHC16	ACH-000880
SRPK2	PUS7	ACH-000880
TANGO6	SLC7A6	ACH-000880
BCO2	PRCP	ACH-000269
KIAA1109	PLK4	ACH-000269
MAML2	YAP1	ACH-000269
RPL35	SCAI	ACH-000269
SMG6	YWHAE	ACH-000269
WDR59	CMTM4	ACH-000269
YAP1	MAML2	ACH-000269
PRKG1	VGLL4	ACH-000940
PTN	CREB3L2	ACH-000940
SLC35A1	TSHZ2	ACH-000940
CALB1	NCOA2	ACH-000248
COLEC10	TAF2	ACH-000248
CPNE1	PREX1	ACH-000248
CTNNBL1	VSTM2L	ACH-000248
EIF3H	CYTH1	ACH-000248
FBXL7	TRIO	ACH-000248
GSDMB	TATDN1	ACH-000248
ITCH	DHX35	ACH-000248
LINC00536	PVT1	ACH-000248
LINC00824	SLC45A4	ACH-000248
LRRFIP2	SUMF1	ACH-000248
MED24	MSL1	ACH-000248
MRPL13	SAMD12	ACH-000248
NARF	FOXK2	ACH-000248
PCDH1	ANKHD1	ACH-000248
PKIA	RARA	ACH-000248
SNTB1	KLHDC2	ACH-000248
TLK2	ATAD5	ACH-000248
TRAPPC9	PTK2	ACH-000248
UQCR10	MTMR3	ACH-000248
WDR82	PBRM1	ACH-000248
ZNF704	TBC1D31	ACH-000248
API5	TTC17	ACH-001016
ARL17A	ELOVL1	ACH-001016
CEP152	FBN1	ACH-001016
EML3	DDX49	ACH-001016
IMPACT	OSBPL5	ACH-001016
MACO1	NF1	ACH-001016
MIGA2	SH3GLB2	ACH-001016
MRPL20	CCNL2	ACH-001016
NF1	MACO1	ACH-001016
OSBPL1A	ARNTL	ACH-001016
OXLD1	NPLOC4	ACH-001016
PGPEP1	LSM4	ACH-001016
POM121C	AKAP10	ACH-001016
SAG	GIGYF2	ACH-001016
SH3GLB2	MIGA2	ACH-001016
SLC35A1	TSHZ2	ACH-001016
THRAP3	RSRP1	ACH-001016
TMEM50A	LRRC37B	ACH-001016
TXNDC12	NRDC	ACH-001016
ZBED5-AS1	TAF4B	ACH-001016
ACVR2A	TEX41	ACH-000603
C5orf60	HNRNPH1	ACH-000603
CCDC91	ITPR2	ACH-000603
FAM72C	CCDC91	ACH-000603
FAM72D	CCDC91	ACH-000603
ITPR2	FGFR1OP2	ACH-000603
KCNH7	SLC38A11	ACH-000603
LRMP	ITPR2	ACH-000603
MYC	PVT1	ACH-000603
QRICH1	RHOA	ACH-000603
TRHDE-AS1	FRS2	ACH-000603
BMS1	PARG	ACH-000802
CLSTN2	PIK3CB	ACH-000802
CNGB1	KIFC3	ACH-000792
MT2A	MYH9	ACH-000792
C5orf66-AS2	CDC42SE2	ACH-000191
C8orf37-AS1	PCMTD1	ACH-000191
DTX2P1	GTF2IRD1	ACH-000191
ENPP2	UBR5	ACH-000191
PQLC2	SPIDR	ACH-000191
RNU4-25P	COL14A1	ACH-000191
XPO7	FAM160B2	ACH-000191
CAV1	MET	ACH-000548
PGAM1P5	FGD6	ACH-000548
VMP1	RPS6KB1	ACH-000548
ARHGEF4	PLEKHB2	ACH-000536
CASC21	PVT1	ACH-000536
CENPP	CELSR2	ACH-000536
DOPEY2	MORC3	ACH-000536
GOPC	FHDC1	ACH-000536
ILDR1	GOLGB1	ACH-000536
LCN2	CIZ1	ACH-000536
MAP3K20	FIGN	ACH-000536
NMRAL1	CORO7	ACH-000536
RNF216	ACTB	ACH-000536
RNF216	TNRC18	ACH-000536
TBK1	RASSF3	ACH-000536
TYW1	VOPP1	ACH-000536
USP22	LIMA1	ACH-000536
ACSF2	MED1	ACH-000927
BCAS3	MED13	ACH-000927
CEP250	ZMYND8	ACH-000927
CIZ1	FAM102A	ACH-000927
CMTM7	GLB1	ACH-000927
DOK5	STARD3	ACH-000927
IKZF3	VAPB	ACH-000927
LRTOMT	FCHSD2	ACH-000927
MAP3K11	POLA2	ACH-000927
MED1	USP32	ACH-000927
MGAT4C	PPP1R12A	ACH-000927
MRPL45	TRPC4AP	ACH-000927
MYO19	SKA2	ACH-000927
MYO19	TRIM37	ACH-000927
MYO9B	RAB22A	ACH-000927
NAAA	AHCTF1	ACH-000927
OR10J1	MEF2D	ACH-000927
PHACTR3	ZFP64	ACH-000927
PI3	CPNE1	ACH-000927
RAD51C	PIP4K2B	ACH-000927
RAE1	STX16	ACH-000927
RAE1	STX16-NPEPL1	ACH-000927
SNF8	RPS6KB1	ACH-000927
STAC2	ACACA	ACH-000927
STXBP4	MED1	ACH-000927
SYCE2	TPM4	ACH-000927
SYNRG	TOB1	ACH-000927
TTI1	DIDO1	ACH-000927
UQCC1	FITM2	ACH-000927
ZNF704	NCOA2	ACH-000927
CATSPERE	NEURL1B	ACH-000288
HECTD4	NAA25	ACH-000288
SOS1	ARIH2	ACH-000288
ABCG1	MX1	ACH-000535
LINC00393	PPM1H	ACH-000535
N4BP2L2	BRCA2	ACH-000009
PTPN14	PEX14	ACH-000009
SLC46A1	DPP3	ACH-000009
KMT2A	PKIG	ACH-000580
MARCH4	SPATS2L	ACH-000580
TRMT1L	PPP1R12B	ACH-000580
YAP1	NDRG3	ACH-000580
ERG	EWSR1	ACH-000210
PCGF3	DCBLD2	ACH-000433
ANKS3	PRR14	ACH-000212
ARL15	SLC49A3	ACH-000212
CATSPERB	CCDC88C	ACH-000212
CCDC26	EDARADD	ACH-000212
CDH1	PAGR1	ACH-000212
DNAH7	SNED1	ACH-000212
EEF2K	ZNF720	ACH-000212
HOOK3	POMK	ACH-000212
MDM2	LRIG3	ACH-000212
MGRN1	BCL7C	ACH-000212
MRPL4	QPCTL	ACH-000212
NUP133	TBC1D31	ACH-000212
TAF6L	SLC3A2	ACH-000212
PI4KA	CAMSAP1	ACH-000826
RPS6KB1	VMP1	ACH-000826
CCSER1	CENPP	ACH-000902
ERRFI1	SSR2	ACH-000902
CABP4	TMEM134	ACH-000142
OR5B12	CDCA5	ACH-000142
C9orf3	MIR205HG	ACH-000518
HAS3	CDH3	ACH-000518
SHB	ABCA2	ACH-000518
VMP1	CLTC	ACH-000518
WNK2	C9orf3	ACH-000518
NUMB	ANXA4	ACH-000457
PRRC2A	MSH5	ACH-000457
ACSL6	FNIP1	ACH-000174
BATF	LTBP2	ACH-000174
DIO1	CAMSAP2	ACH-000174
MT2A	EEF2	ACH-000174
ZNRF3	VEZF1	ACH-000174
ADGRE2	MFHAS1	ACH-000516
ANXA13	FBXO32	ACH-000516
DLEU1	B3GAT2	ACH-000516
KCNQ1	CHID1	ACH-000516
NRF1	CABIN1	ACH-000516
PCNX2	EPRS	ACH-000516
PPL	GLYR1	ACH-000516
PPP2R5C	DYNC1H1	ACH-000516
RASGRF2-AS1	PDSS1	ACH-000516
SLC22A18AS	IPO7	ACH-000516
UBE4B	KIF1B	ACH-000516
MC1R	AFG3L1P	ACH-000857
NLRC5	KATNB1	ACH-000857
NPLOC4	FAAP100	ACH-000857
PXMP4	NUP153	ACH-000857
HCG20	PPARD	ACH-000392
KRT223P	CDC6	ACH-000392
DHCR24	ZNF644	ACH-000264
FOXR1	RPS25	ACH-000264
GNG7	ELAVL1	ACH-000264
GRIK4	UGGT2	ACH-000264
HECW2	STK17B	ACH-000264
LRRC20	ARID5B	ACH-000264
PCCA	SORL1	ACH-000264
SPATS1	CDC5L	ACH-000264
CARNS1	XRRA1	ACH-000783
COL5A1	EHMT1	ACH-000783
IDE	CPEB3	ACH-000783
PPFIA1	CHKA	ACH-000783
PRKAG2	ST7	ACH-000783
ACTN1	ZFP36L1	ACH-000713
ADARB1	CREBBP	ACH-000713
CCDC88A	MTIF2	ACH-000713
CD3G	PHLDB1	ACH-000713
CMAHP	YTHDF2	ACH-000713
CMSS1	ADGRG7	ACH-000713
DECR2	RAB11FIP3	ACH-000713
DNAH2	CHD3	ACH-000713
FBXO42	EPHA2	ACH-000713
GLRA1	SPARC	ACH-000713
OFCC1	SLC52A3	ACH-000713
RNA28S5	TMTC3	ACH-000713
RUNX3	KLHL18	ACH-000713
SH3KBP1	SCML2	ACH-000713
SLC1A3	CNOT6	ACH-000713
SRSF3	PACSIN1	ACH-000713
SYTL3	IGF2R	ACH-000713
UBE2Q2	FBXO22	ACH-000713
WDR74	STX5	ACH-000713
C4orf19	PGM2	ACH-000103
CASC11	CEP170	ACH-000103
CNTN4	WNK1	ACH-000103
GHDC	RAB5C	ACH-000103
LINC01221	PRRC2C	ACH-000103
RGL1	MROH3P	ACH-000103
RGL3	KANK2	ACH-000103
RYR1	MRPS12	ACH-000103
SPINT2	ZNF571	ACH-000103
FAM96A	ZC3H13	ACH-000354
HELLS	ZKSCAN5	ACH-000354
LRRC28	IGF1R	ACH-000354
MEGF11	ZFAND4	ACH-000354
SNX17	PRKCE	ACH-000354
SPATA3	PSMD1	ACH-000354
SPIRE1	AKAP8	ACH-000354
ZKSCAN5	HELLS	ACH-000354
B4GALT3	PFDN2	ACH-000107
SLC35A1	TSHZ2	ACH-000107
FLII	TOM1L2	ACH-000329
MRPS10	USP49	ACH-000329
ELANE	DAZAP1	ACH-000963
LHFPL3	KMT2E	ACH-000963
PAGE5	MAP2K4	ACH-000963
GPR179	MRPL45	ACH-000138
RRP1B	AGPAT3	ACH-000138
ZDHHC17	CTTNBP2NL	ACH-000138
GLOD4	VPS53	ACH-001023
LINC01494	MIR4435-2HG	ACH-001023
MACROD2	PLCB1	ACH-001023
MEOX2	RADIL	ACH-001023
NADSYN1	PDGFRA	ACH-001023
OR10J1	FCHSD2	ACH-001023
QSOX1	RNF220	ACH-001023
SHISAL2B	MTREX	ACH-001023
SPINDOC	OTUB1	ACH-001023
TMEM260	OTX2-AS1	ACH-001023
CLDN1	COPS2	ACH-000867
CLDN1	NEDD4	ACH-000867
DNAJC13	PIGB	ACH-000867
ERI3	TTLL7	ACH-000867
FSIP1	HERC1	ACH-000867
HIVEP3	PRKACB	ACH-000867
HMGN5	BRWD3	ACH-000867
MAPK6	PYGO1	ACH-000867
MECOM	PRKCI	ACH-000867
MECOM	SKIL	ACH-000867
MIER1	KDM5B	ACH-000867
MIER1	NOTCH2NL	ACH-000867
NOL6	APTX	ACH-000867
PDE3A	NMT2	ACH-000867
PIP4K2A	SVIL	ACH-000867
SHC4	CCPG1	ACH-000867
TLN2	DNAJC13	ACH-000867
TXNRD2	UFD1	ACH-000867
BAG4	DDHD2	ACH-001024
C1orf105	DNM3	ACH-001024
CREM	EWSR1	ACH-001024
CRYBB2	KIAA1671	ACH-001024
CSE1L	BCAS1	ACH-001024
EML6	SPTBN1	ACH-001024
LINC01440	CHD6	ACH-001024
RUFY1	SQSTM1	ACH-001024
SLC35A1	TSHZ2	ACH-001024
TJP1	FAM189A1	ACH-001024
TYRL	RALGAPA2	ACH-001024
ALKBH1	SPTLC2	ACH-000249
DSG1	GATA6	ACH-000249
PLXDC1	NF1	ACH-000249
SLC25A24P1	STXBP3	ACH-000249
C16orf47	ZFHX3	ACH-001039
HLA-DRB1	LONP1	ACH-001039
RNF166	MVD	ACH-001039
SSR2	ADAR	ACH-001039
BMP8B	MFSD2A	ACH-000803
COL9A2	NFYC	ACH-000803
NFYC	EXO5	ACH-000803
NFYC	ZFP69	ACH-000803
NFYC-AS1	EXO5	ACH-000803
RIMS3	RLF	ACH-000803
RLF	ZFP69B	ACH-000803
TRIT1	ZMPSTE24	ACH-000803
ZFP69B	NFYC	ACH-000803
LINC00491	PPP2CA	ACH-000717
LYST	PWWP2B	ACH-000717
SP1	PCBP2	ACH-000717
TACC1	MTUS1	ACH-000717
VMP1	RPS6KB1	ACH-000717
QSOX1	RNF220	ACH-000864
TMEM260	OTX2-AS1	ACH-000864
COL14A1	FGFR2	ACH-000812
EYA2	NCOA3	ACH-000812
FAM110C	FANCL	ACH-000812
KAZN	PLEKHM2	ACH-000812
NARS2	GAB2	ACH-000812
PVT1	MSRA	ACH-000812
SLC5A10	FRMD6	ACH-000968
TTLL3	IL17RC	ACH-000968
CLSTN2	HEG1	ACH-000401
BTC	EREG	ACH-000161
KMT5B	CHKA	ACH-000161
PDE6G	NPLOC4	ACH-000161
STK32B	EVC	ACH-000161
AGBL1	CHD2	ACH-000257
GINS3	WDR59	ACH-000257
GOT2	CDH11	ACH-000257
MARCH6	BNIP3	ACH-000257
RAPGEFL1	WIPF2	ACH-000257
TMEM65	CASC11	ACH-000257
ATG5	PVT1	ACH-000187
COL6A3	KYNU	ACH-000187
CWF19L2	TTC12	ACH-000187
FGD4	DNM1L	ACH-000187
HS6ST3	DNAJC3	ACH-000187
KYNU	IQCA1	ACH-000187
MYC	PVT1	ACH-000187
PRTFDC1	ARHGAP23	ACH-000187
RABGAP1L	ZNF124	ACH-000187
SCAP	SETD2	ACH-000187
SLC35A1	TSHZ2	ACH-000187
TNFRSF17	CLEC16A	ACH-000187
USP28	NCAM1	ACH-000187
AGMAT	DNAJC16	ACH-000508
EGFLAM	PRKAA1	ACH-000508
KPNA6	PSMB2	ACH-000508
MAP2K3	NLN	ACH-000508
NENF	ARHGAP24	ACH-000508
NLN	SGTB	ACH-000508
NPHP4	ACOT7	ACH-000508
PRDM16	TMEM39B	ACH-000508
RGR	CCSER2	ACH-000508
SLC25A33	RERE	ACH-000508
TPK1	CAPZA2	ACH-000508
ZMYM6	JPH1	ACH-000508
ARHGAP45	DAZAP1	ACH-001049
EYA1	PVT1	ACH-001049
KIAA2026	ERMP1	ACH-001049
PSD3	PVT1	ACH-001049
RGPD4	ANAPC1	ACH-001049
ZNF587B	ZNF417	ACH-001049
TMEM260	OTX2-AS1	ACH-000055
DDX50	KAT6B	ACH-000243
MEN1	MACROD1	ACH-000243
RBKS	PUM2	ACH-000243
ZC3H15	ITGAV	ACH-000243
ZCCHC7	MELK	ACH-000243
B3GNTL1	SPAG7	ACH-000211
ERBIN	NLN	ACH-000211
PGAM5	EP400	ACH-000211
PIP4K2B	PCGF2	ACH-000211
SERPINF1	B3GNTL1	ACH-000211
SET	CAAP1	ACH-000211
SLC43A2	ABR	ACH-000211
VMP1	RPS6KB1	ACH-000211
COL1A1	COL1A2	ACH-000244
COL1A2	COL1A1	ACH-000244
COL3A1	COL1A1	ACH-000244
COL3A1	COL1A2	ACH-000244
IL22	NUP107	ACH-000244
LINC00839	ZNF33A	ACH-000244
LINC01445	SEC61G	ACH-000244
SLC25A5P3	SEC61G	ACH-000244
FOXO6	SCMH1	ACH-000749
POGZ	FHL3	ACH-000749
RFX5	SMAP2	ACH-000749
ZFPM2	PDIA4	ACH-000749
CNTLN	USP43	ACH-000698
DAPK2	HERC1	ACH-000698
EFCAB2	KIF26B	ACH-000698
OR7E47P	KRT7	ACH-000698
PRMT8	GALNT8	ACH-000698
RAB1B	TMEM260	ACH-000698
RNA28S5	KIAA0232	ACH-000698
STAT5A	NLRP1	ACH-000698
TRIM3	CPNE8	ACH-000698
TSPAN9	RASSF8	ACH-000698
KRAS	UBE2L3	ACH-000979
RPL31P11	LDLR	ACH-000979
SLC25A21	RTRAF	ACH-000979
ABLIM1	AFAP1L2	ACH-000258
ADCY7	NKD1	ACH-000258
DCLRE1C	MINDY3	ACH-000258
PAPD5	NKD1	ACH-000258
RIT1	ASH1L	ACH-000258
VPS4A	CYB5B	ACH-000258
CD82	B9D1	ACH-000563
CDK10	FANCA	ACH-000563
EP300	BCL2L13	ACH-000563
FANCA	CHMP1A	ACH-000563
GAB2	ZNF227	ACH-000563
GABRB3	MGA	ACH-000563
GREB1L	C18orf25	ACH-000563
PACSIN2	CENPM	ACH-000563
PKP4	TANC1	ACH-000563
SHC4	MYO5C	ACH-000563
TNFSF10	ANTXR2	ACH-000563
ADCY7	NKD1	ACH-000560
AP3S1	SLC12A2	ACH-000560
GRIA4	CWC27	ACH-000560
SAP130	WDR33	ACH-000560
XRCC6	SNU13	ACH-000560
YTHDC2	APC	ACH-000560
DNAAF4-CCPG1	CCPG1	ACH-000305
GABRB1	NFXL1	ACH-000305
LINC00393	NALCN	ACH-000305
PAMR1	CD44	ACH-000305
APCDD1L-DT	ARFGEF2	ACH-000117
ARFGEF2	PREX1	ACH-000117
CISD3	HOXB6	ACH-000117
EYA2	MED13	ACH-000117
GRM5-AS1	TMEM135	ACH-000117
HOXB-AS3	PCGF2	ACH-000117
HSD17B12	DEPDC1B	ACH-000117
KRT222	ARFGEF2	ACH-000117
LINC01499	ORAOV1	ACH-000117
NUP160	INTS4	ACH-000117
PDZK1IP1	TESK2	ACH-000117
SGCA	WIPF2	ACH-000117
TEK	MOB3B	ACH-000117
TMEM74	MATN2	ACH-000117
XPOT	HELZ2	ACH-000117
ATP10D	SLC30A9	ACH-000330
CFAP58-DT	WBP1L	ACH-000330
CHD9	CRLF3	ACH-000330
FAM219A	ZCCHC7	ACH-000330
HCG20	THRAP3	ACH-000330
PIPOX	PIGL	ACH-000330
TG	BCAS3	ACH-000330
TNRC6C	MAP2K6	ACH-000330
UBC	SCARB1	ACH-000330
USP33	ZFYVE9	ACH-000330
ZFYVE9	KIRREL1	ACH-000330
ZNF771	FBRS	ACH-000330
CASC8	CCAT1	ACH-000308
CDK13	RALA	ACH-000308
DHX57	SRSF7	ACH-000308
GNL3L	FAM155A	ACH-000308
IDI2-AS1	LARP4B	ACH-000308
NEK10	SLC4A7	ACH-000308
PARP6	ZNF787	ACH-000308
SH3D19	DLG1	ACH-000308
SUGCT	CDK13	ACH-000308
TMEM135	PRSS23	ACH-000308
BRAP	ATXN2	ACH-000706
CUL5	DDX10	ACH-000706
CUL5	YAP1	ACH-000706
DEUP1	UVRAG	ACH-000706
GPD1L	TGFBR2	ACH-000706
MMP10	NARS2	ACH-000706
NDRG3	DLGAP4-AS1	ACH-000706
ZDHHC24	NEU3	ACH-000706
ACTB	TNRC18	ACH-000585
FOXK2	MSI2	ACH-000585
FYB2	CUX1	ACH-000585
MGAT5B	TANC2	ACH-000585
NUFIP2	SLFN11	ACH-000585
PPM1E	NCBP3	ACH-000585
SGSH	PITPNC1	ACH-000585
SNAP91	ME1	ACH-000585
SYCP2	ERC1	ACH-000585
ARHGAP42	GDPD5	ACH-000906
CHKA	ACER3	ACH-000906
CNTN5	NELFA	ACH-000906
JRKL	FAM76B	ACH-000906
MAML2	YAP1	ACH-000906
MYEOV	ARHGAP42	ACH-000906
MYEOV	FAM53A	ACH-000906
SMOC2	ZNF738	ACH-000906
ADGRD1	STX2	ACH-001065
CAP1	ZMPSTE24	ACH-001065
EDARADD	GPR137B	ACH-001065
KLHDC10	DIAPH3	ACH-001065
MIIP	VPS13D	ACH-001065
MIPOL1	TTC6	ACH-001065
NBEAL1	PARD3B	ACH-001065
PFKFB2	NAXE	ACH-001065
RACGAP1	NCKAP5L	ACH-001065
SOCS2	CRADD	ACH-001065
SREBF2	NDUFA6-DT	ACH-001065
SRRM3	ZP3	ACH-001065
TMEM219	TAOK2	ACH-001065
TMEM68	NSD3	ACH-001065
WDR75	PARD3B	ACH-001065
ZNF791	TNPO2	ACH-001065
ARHGAP6	HUWE1	ACH-000846
AVL9	DPY19L1P1	ACH-000846
CYTH1	LGALS3BP	ACH-000846
DMTF1	TDRD3	ACH-000846
EIF3L	MICALL1	ACH-000846
KIAA1324L	DIAPH3	ACH-000846
MLKL	RFWD3	ACH-000846
NCOA7	HINT3	ACH-000846
NUCB1	GSK3A	ACH-000846
PDK3	MECP2	ACH-000846
PFKFB1	PHF8	ACH-000846
PPM1L	CHKA	ACH-000846
RNA28S5	SLC38A10	ACH-000846
SCAMP4	CSNK1G2	ACH-000846
SLC37A1	MRPS6	ACH-000846
TRERF1	C6orf132	ACH-000846
VMP1	TUBD1	ACH-000846
ARID3A	R3HDM4	ACH-000903
CMSS1	COL8A1	ACH-000903
CNTNAP2	TPK1	ACH-000903
LINC01468	VPS26A	ACH-000903
RNLS	LRMDA	ACH-000903
TPK1	CNTNAP2	ACH-000903
ABCB10	AAMDC	ACH-000633
ANXA4	GMCL1	ACH-000633
ARMC7	TMEM94	ACH-000633
BANP	CA5A	ACH-000633
CA5A	BANP	ACH-000633
GLOD4	NXN	ACH-000633
IFT81	ATP2A2	ACH-000633
MAP7D1	NPHP4	ACH-000633
OGFOD3	HEXDC	ACH-000633
PLA2G1B	GATC	ACH-000633
PRDX5	TRMT112	ACH-000633
RPS19	SNHG12	ACH-000633
SLC47A1	KRT19	ACH-000633
SUSD1	ECPAS	ACH-000633
TMEM212	FNDC3B	ACH-000633
WNT4	HSPG2	ACH-000633
BMT2	DOCK4	ACH-000574
CLSTN1	RERE	ACH-000574
CMTM8	FBXL2	ACH-000574
DOCK3	CDK5RAP1	ACH-000574
HADHA	DTNB	ACH-000574
MIR924HG	PLEC	ACH-000574
MUC20	GGA3	ACH-000574
NADSYN1	DYNC2H1	ACH-000574
OCM	TECPR1	ACH-000574
OCM2	TECPR1	ACH-000574
RILPL2	SLC13A3	ACH-000574
RIMS2	HMGCR	ACH-000574
SYNE1	VPS33A	ACH-000574
TLN2	TPM1	ACH-000574
UBE2D2	MATR3	ACH-000574
ACSS3	SRGAP1	ACH-000082
ADGRG4	HEPH	ACH-000082
AP3S2	ANPEP	ACH-000082
BCL2L1	HM13	ACH-000082
CHST12	COL22A1	ACH-000082
COPG1	ISY1	ACH-000082
COX10	TBC1D30	ACH-000082
CTSB	FDFT1	ACH-000082
DISC1FP1	CTTN	ACH-000082
ECE1	COL5A1	ACH-000082
FAM19A2	ME3	ACH-000082
FER1L6	COX10	ACH-000082
GFM1	DOCK1	ACH-000082
GLCCI1	SDK1	ACH-000082
KIFC3	DAXX	ACH-000082
MDM1	WASHC5	ACH-000082
MSRB3	FAM49B	ACH-000082
NXPE2	KIF3B	ACH-000082
PRSS23	TMEM135	ACH-000082
RXYLT1	GRM5-AS1	ACH-000082
SIMC1	NIPBL	ACH-000082
TBK1	MSRB3	ACH-000082
TG	ASAP1	ACH-000082
TMEM132B	MED13L	ACH-000082
TVP23C	MDM2	ACH-000082
ZFC3H1	GNS	ACH-000082
ZFPM2-AS1	ZFPM2	ACH-000082
CYTIP	ACVR1	ACH-000572
HACD3	RAB11A	ACH-000572
HERC2	OCA2	ACH-000572
PDE4C	CDC37	ACH-000572
PLEKHF1	KDM4B	ACH-000572
SIRT6	ZNF699	ACH-000572
TARM1	SIRT6	ACH-000572
AFF3	MAP4K4	ACH-000098
C5orf60	HNRNPH1	ACH-000738
EYA2	OSER1	ACH-000738
EYA2	TOP1	ACH-000738
IL23A	ATP5F1B	ACH-000738
NCOA3	ZNFX1	ACH-000738
NUFIP1	GPALPP1	ACH-000738
OS9	R3HDM2	ACH-000738
RPS6P12	ABCA1	ACH-000738
RTF1	LINC01581	ACH-000738
TBC1D16	IAH1	ACH-000738
ZNF595	CTNNBL1	ACH-000738
ARHGEF2	GON4L	ACH-000047
C16orf89	PPL	ACH-000047
CACYBP	RABGAP1L	ACH-000047
CASC21	NCALD	ACH-000047
CCDC142	BOLA3	ACH-000047
CEP55	NRG3	ACH-000047
CNIH2	PELI3	ACH-000047
CR1L	CD46	ACH-000047
CYP3A4	SGCE	ACH-000047
DNAJC5	OPRL1	ACH-000047
DPYSL4	INPP5A	ACH-000047
HDDC2	NCALD	ACH-000047
HOXB-AS3	ABCA10	ACH-000047
JAKMIP3	INPP5A	ACH-000047
LGALS1	TRIOBP	ACH-000047
MICU1	ASCC1	ACH-000047
MOCOS	FHOD3	ACH-000047
MOCS2	SMARCA4	ACH-000047
MRPL53	BOLA3	ACH-000047
MYH9	APOL2	ACH-000047
NDUFC1	SETD7	ACH-000047
PLXNB2	MAPK11	ACH-000047
SBNO2	PLPPR3	ACH-000047
SH3BGRL2	TTK	ACH-000047
SHISA5	GATD3A	ACH-000047
UBE4B	KIF1B	ACH-000047
UBR5	ZNF706	ACH-000047
COMT	UBE2L3	ACH-000835
BBS1	RBM14	ACH-000756
CIT	TXNRD1	ACH-000756
DLG2	TRIO	ACH-000756
EYA2	RPTOR	ACH-000756
FGGY	AIDA	ACH-000756
HBS1L	IQCG	ACH-000756
LINGO1	CASC4	ACH-000756
MAP3K5	SIN3A	ACH-000756
MOCOS	FHOD3	ACH-000756
NEDD4	LACTB	ACH-000756
ST6GALNAC5	OMA1	ACH-000756
TMEM104	TMEM94	ACH-000756
USP33	PTGFRN	ACH-000756
WNK1	ERC1	ACH-000756
ACAD10	TMEM116	ACH-000102
ANAPC5	MEIS2	ACH-000102
ANKS1B	GABPB1	ACH-000102
HIF3A	PPP5C	ACH-000102
KIAA1217	DNMBP	ACH-000102
PPARGC1A	DNAJC13	ACH-000102
SLC39A9	ACTN1	ACH-000102
SMTN	LIMK2	ACH-000102
TMPO	HECTD4	ACH-000102
HM13	TPX2	ACH-000389
HMCN1	ACOT7	ACH-000389
MEIOC	MAP2K2	ACH-000389
SLC38A10	CCDC57	ACH-000389
TMEM120B	MARS	ACH-000389
ALDH3A2	TOM1L2	ACH-000843
CD8A	RNF103	ACH-000843
EPHA6	BARD1	ACH-000843
KLHL18	PTPN23	ACH-000843
LINC00640	FRMD6	ACH-000843
NSUN2	SRD5A1	ACH-000843
TXK	CNGA1	ACH-000843
CDH23	KLK5	ACH-000111
GEMIN2	CTAGE5	ACH-000111
HESX1	IL17RD	ACH-000111
LHFPL3	KMT2E	ACH-000111
LINC00483	ANKRD40	ACH-000111
NOTCH2	SEC22B	ACH-000111
PDE8A	AKAP13	ACH-000111
PTBP3	SUSD1	ACH-000111
SCUBE2	CTCF	ACH-000111
SGSM2	PAFAH1B1	ACH-000111
SHISA9	ALDOA	ACH-000111
SMCO2	PPFIBP1	ACH-000111
SMTNL1	CTNND1	ACH-000111
TM9SF4	POFUT1	ACH-000111
TMCC1	PLXND1	ACH-000111
TOMM40	CLPTM1	ACH-000111
TRERF1	PUM1	ACH-000111
