case	comparison	jaccard-almanac-genes
ACH-000115	ACH-000087	0.916666667
ACH-000115	ACH-000092	0.923076923
ACH-000115	ACH-000094	0.944444444
ACH-000115	ACH-000098	0.928571429
ACH-000115	ACH-000099	1
ACH-000115	ACH-000100	0.909090909
ACH-000115	ACH-000102	0.9
ACH-000115	ACH-000103	0.777777778
ACH-000115	ACH-000107	1
ACH-000115	ACH-000109	0.941176471
ACH-000115	ACH-000111	0.75
ACH-000115	ACH-000114	0.909090909
ACH-000115	ACH-000115	0
ACH-000115	ACH-000117	0.875
ACH-000115	ACH-000121	0.785714286
ACH-000115	ACH-000129	0.909090909
ACH-000115	ACH-000132	0.8125
ACH-000115	ACH-000138	0.733333333
ACH-000115	ACH-000139	1
ACH-000115	ACH-000142	0.923076923
ACH-000115	ACH-000144	0.933333333
ACH-000115	ACH-000145	0.9
ACH-000115	ACH-000147	0.9
ACH-000115	ACH-000148	0.777777778
ACH-000115	ACH-000149	0.846153846
ACH-000115	ACH-000159	0.923076923
ACH-000115	ACH-000161	0.888888889
ACH-000115	ACH-000171	0.85
ACH-000115	ACH-000174	0.916666667
ACH-000115	ACH-000176	0.9375
ACH-000115	ACH-000181	1
ACH-000117	ACH-000001	0.777777778
ACH-000117	ACH-000007	1
ACH-000117	ACH-000008	0.9375
ACH-000117	ACH-000009	0.625
ACH-000117	ACH-000012	0.769230769
ACH-000117	ACH-000015	0.833333333
ACH-000117	ACH-000023	0.928571429
ACH-000117	ACH-000030	0.928571429
ACH-000117	ACH-000035	0.777777778
ACH-000117	ACH-000040	0.846153846
ACH-000117	ACH-000042	0.857142857
ACH-000117	ACH-000047	0.75
ACH-000117	ACH-000052	0.8
ACH-000117	ACH-000055	0.9375
ACH-000117	ACH-000062	0.916666667
ACH-000117	ACH-000067	0.857142857
ACH-000117	ACH-000078	0.916666667
ACH-000117	ACH-000082	0.625
ACH-000117	ACH-000087	0.75
ACH-000117	ACH-000092	0.933333333
ACH-000117	ACH-000094	0.833333333
ACH-000117	ACH-000098	0.785714286
ACH-000117	ACH-000099	1
ACH-000117	ACH-000100	0.833333333
ACH-000117	ACH-000102	0.916666667
ACH-000117	ACH-000103	0.818181818
ACH-000117	ACH-000107	0.923076923
ACH-000117	ACH-000109	0.75
ACH-000117	ACH-000111	0.909090909
ACH-000117	ACH-000114	0.727272727
ACH-000117	ACH-000115	0.875
ACH-000117	ACH-000117	0
ACH-000117	ACH-000121	0.882352941
ACH-000117	ACH-000129	0.833333333
ACH-000117	ACH-000132	0.5
ACH-000117	ACH-000138	0.833333333
ACH-000117	ACH-000139	0.941176471
ACH-000117	ACH-000142	0.545454545
ACH-000117	ACH-000144	0.8
ACH-000117	ACH-000145	0.818181818
ACH-000117	ACH-000147	0.818181818
ACH-000117	ACH-000148	0.7
ACH-000117	ACH-000149	1
ACH-000117	ACH-000159	0.933333333
ACH-000117	ACH-000161	0.842105263
ACH-000117	ACH-000171	0.863636364
ACH-000117	ACH-000174	0.75
ACH-000117	ACH-000176	0.733333333
ACH-000117	ACH-000181	0.916666667
ACH-000121	ACH-000001	0.833333333
ACH-000121	ACH-000007	0.944444444
ACH-000121	ACH-000008	0.857142857
ACH-000121	ACH-000009	0.833333333
ACH-000121	ACH-000012	0.928571429
ACH-000121	ACH-000015	0.823529412
ACH-000121	ACH-000023	0.923076923
ACH-000121	ACH-000030	0.833333333
ACH-000121	ACH-000035	0.894736842
ACH-000121	ACH-000040	0.833333333
ACH-000121	ACH-000042	0.789473684
ACH-000121	ACH-000047	0.923076923
ACH-000121	ACH-000052	0.583333333
ACH-000121	ACH-000055	0.666666667
ACH-000121	ACH-000062	0.909090909
ACH-000121	ACH-000067	0.846153846
ACH-000121	ACH-000078	0.909090909
ACH-000121	ACH-000082	0.833333333
ACH-000121	ACH-000087	0.833333333
ACH-000121	ACH-000092	0.846153846
ACH-000121	ACH-000094	0.888888889
ACH-000121	ACH-000098	0.857142857
ACH-000121	ACH-000099	0.923076923
ACH-000121	ACH-000100	0.916666667
ACH-000121	ACH-000102	0.909090909
ACH-000121	ACH-000103	0.909090909
ACH-000121	ACH-000107	1
ACH-000121	ACH-000109	0.8125
ACH-000121	ACH-000111	0.777777778
ACH-000121	ACH-000114	0.818181818
ACH-000121	ACH-000115	0.785714286
ACH-000121	ACH-000117	0.882352941
ACH-000121	ACH-000121	0
ACH-000121	ACH-000129	1
ACH-000121	ACH-000132	0.888888889
ACH-000121	ACH-000138	0.666666667
ACH-000121	ACH-000139	0.9375
ACH-000121	ACH-000142	0.846153846
ACH-000121	ACH-000144	0.866666667
ACH-000121	ACH-000145	0.8
ACH-000121	ACH-000147	0.8
ACH-000121	ACH-000148	0.8
ACH-000121	ACH-000149	1
ACH-000121	ACH-000159	0.846153846
ACH-000121	ACH-000161	0.6875
ACH-000121	ACH-000171	0.666666667
ACH-000121	ACH-000174	0.833333333
ACH-000121	ACH-000176	0.8
ACH-000121	ACH-000181	0.8
ACH-000129	ACH-000001	1
ACH-000129	ACH-000007	1
ACH-000129	ACH-000008	0.9
ACH-000129	ACH-000009	1
ACH-000129	ACH-000012	0.888888889
ACH-000129	ACH-000015	0.928571429
ACH-000129	ACH-000023	0.875
ACH-000129	ACH-000030	1
ACH-000129	ACH-000035	0.857142857
ACH-000129	ACH-000040	0.875
ACH-000129	ACH-000042	0.941176471
ACH-000129	ACH-000047	0.875
ACH-000129	ACH-000052	1
ACH-000129	ACH-000055	1
ACH-000129	ACH-000062	1
ACH-000129	ACH-000067	1
ACH-000129	ACH-000078	1
ACH-000129	ACH-000082	0.857142857
ACH-000129	ACH-000087	1
ACH-000129	ACH-000092	1
ACH-000129	ACH-000094	0.928571429
ACH-000129	ACH-000098	0.9
ACH-000129	ACH-000099	1
ACH-000129	ACH-000100	0.857142857
ACH-000129	ACH-000102	0.833333333
ACH-000129	ACH-000103	0.833333333
ACH-000129	ACH-000107	1
ACH-000129	ACH-000109	0.833333333
ACH-000129	ACH-000111	1
ACH-000129	ACH-000114	0.857142857
ACH-000129	ACH-000115	0.909090909
ACH-000129	ACH-000117	0.833333333
ACH-000129	ACH-000121	1
ACH-000129	ACH-000129	0
ACH-000129	ACH-000132	0.846153846
ACH-000129	ACH-000138	0.846153846
ACH-000129	ACH-000139	0.909090909
ACH-000129	ACH-000142	0.888888889
ACH-000129	ACH-000144	1
ACH-000129	ACH-000145	1
ACH-000129	ACH-000147	0.833333333
ACH-000129	ACH-000148	0.833333333
ACH-000129	ACH-000149	0.9
ACH-000129	ACH-000159	0.888888889
ACH-000129	ACH-000161	1
ACH-000129	ACH-000171	1
ACH-000129	ACH-000174	1
ACH-000129	ACH-000176	0.916666667
ACH-000129	ACH-000181	1
ACH-000132	ACH-000001	0.85
ACH-000132	ACH-000007	1
ACH-000132	ACH-000008	0.941176471
ACH-000132	ACH-000009	0.722222222
ACH-000132	ACH-000012	0.866666667
ACH-000132	ACH-000015	0.705882353
ACH-000132	ACH-000023	0.933333333
ACH-000132	ACH-000030	0.933333333
ACH-000132	ACH-000035	0.722222222
ACH-000132	ACH-000040	0.857142857
ACH-000132	ACH-000042	0.80952381
ACH-000132	ACH-000047	0.857142857
ACH-000132	ACH-000052	0.882352941
ACH-000132	ACH-000055	0.941176471
ACH-000132	ACH-000062	0.923076923
ACH-000132	ACH-000067	0.866666667
ACH-000132	ACH-000078	1
ACH-000132	ACH-000082	0.647058824
ACH-000132	ACH-000087	0.769230769
ACH-000132	ACH-000092	0.866666667
ACH-000132	ACH-000094	0.842105263
ACH-000132	ACH-000098	0.8
ACH-000132	ACH-000099	1
ACH-000132	ACH-000100	0.846153846
ACH-000132	ACH-000102	0.923076923
ACH-000132	ACH-000103	0.833333333
ACH-000132	ACH-000107	1
ACH-000132	ACH-000109	0.764705882
ACH-000132	ACH-000111	0.916666667
ACH-000132	ACH-000114	0.75
ACH-000132	ACH-000115	0.8125
ACH-000132	ACH-000117	0.5
ACH-000132	ACH-000121	0.888888889
ACH-000132	ACH-000129	0.846153846
ACH-000132	ACH-000132	0
ACH-000132	ACH-000138	0.9
ACH-000132	ACH-000139	0.882352941
ACH-000132	ACH-000142	0.692307692
ACH-000132	ACH-000144	0.8125
ACH-000132	ACH-000145	0.833333333
ACH-000132	ACH-000147	0.833333333
ACH-000132	ACH-000148	0.727272727
ACH-000132	ACH-000149	0.941176471
ACH-000132	ACH-000159	0.866666667
ACH-000132	ACH-000161	0.85
ACH-000132	ACH-000171	0.818181818
ACH-000132	ACH-000174	0.769230769
ACH-000132	ACH-000176	0.666666667
ACH-000132	ACH-000181	0.923076923
ACH-000138	ACH-000001	0.647058824
ACH-000138	ACH-000007	0.894736842
ACH-000138	ACH-000008	0.941176471
ACH-000138	ACH-000009	0.904761905
ACH-000138	ACH-000012	0.785714286
ACH-000138	ACH-000015	0.777777778
ACH-000138	ACH-000023	0.666666667
ACH-000138	ACH-000030	0.769230769
ACH-000138	ACH-000035	0.789473684
ACH-000138	ACH-000040	0.857142857
ACH-000138	ACH-000042	0.529411765
ACH-000138	ACH-000047	0.769230769
ACH-000138	ACH-000052	0.8125
ACH-000138	ACH-000055	0.875
ACH-000138	ACH-000062	0.923076923
ACH-000138	ACH-000067	0.9375
ACH-000138	ACH-000078	0.833333333
ACH-000138	ACH-000082	0.722222222
ACH-000138	ACH-000087	0.857142857
ACH-000138	ACH-000092	0.866666667
ACH-000138	ACH-000094	0.842105263
ACH-000138	ACH-000098	0.941176471
ACH-000138	ACH-000099	0.857142857
ACH-000138	ACH-000100	0.846153846
ACH-000138	ACH-000102	0.833333333
ACH-000138	ACH-000103	0.727272727
ACH-000138	ACH-000107	0.928571429
ACH-000138	ACH-000109	0.833333333
ACH-000138	ACH-000111	0.818181818
ACH-000138	ACH-000114	0.846153846
ACH-000138	ACH-000115	0.733333333
ACH-000138	ACH-000117	0.833333333
ACH-000138	ACH-000121	0.666666667
ACH-000138	ACH-000129	0.846153846
ACH-000138	ACH-000132	0.9
ACH-000138	ACH-000138	0
ACH-000138	ACH-000139	0.882352941
ACH-000138	ACH-000142	0.9375
ACH-000138	ACH-000144	0.882352941
ACH-000138	ACH-000145	0.923076923
ACH-000138	ACH-000147	0.833333333
ACH-000138	ACH-000148	0.833333333
ACH-000138	ACH-000149	0.941176471
ACH-000138	ACH-000159	0.866666667
ACH-000138	ACH-000161	0.722222222
ACH-000138	ACH-000171	0.761904762
ACH-000138	ACH-000174	0.857142857
ACH-000138	ACH-000176	0.947368421
ACH-000138	ACH-000181	1
ACH-000139	ACH-000001	1
ACH-000139	ACH-000007	0.941176471
ACH-000139	ACH-000008	0.75
ACH-000139	ACH-000009	0.947368421
ACH-000139	ACH-000012	0.923076923
ACH-000139	ACH-000015	0.944444444
ACH-000139	ACH-000023	0.818181818
ACH-000139	ACH-000030	0.916666667
ACH-000139	ACH-000035	0.888888889
ACH-000139	ACH-000040	0.818181818
ACH-000139	ACH-000042	0.9
ACH-000139	ACH-000047	1
ACH-000139	ACH-000052	0.933333333
ACH-000139	ACH-000055	1
ACH-000139	ACH-000062	1
ACH-000139	ACH-000067	0.923076923
ACH-000139	ACH-000078	1
ACH-000139	ACH-000082	0.888888889
ACH-000139	ACH-000087	0.916666667
ACH-000139	ACH-000092	0.923076923
ACH-000139	ACH-000094	0.882352941
ACH-000139	ACH-000098	0.928571429
ACH-000139	ACH-000099	1
ACH-000139	ACH-000100	0.909090909
ACH-000139	ACH-000102	0.9
ACH-000139	ACH-000103	1
ACH-000139	ACH-000107	0.8
ACH-000139	ACH-000109	0.875
ACH-000139	ACH-000111	1
ACH-000139	ACH-000114	0.8
ACH-000139	ACH-000115	1
ACH-000139	ACH-000117	0.941176471
ACH-000139	ACH-000121	0.9375
ACH-000139	ACH-000129	0.909090909
ACH-000139	ACH-000132	0.882352941
ACH-000139	ACH-000138	0.882352941
ACH-000139	ACH-000139	0
ACH-000139	ACH-000142	0.923076923
ACH-000139	ACH-000144	0.933333333
ACH-000139	ACH-000145	0.9
ACH-000139	ACH-000147	1
ACH-000139	ACH-000148	0.9
ACH-000139	ACH-000149	0.928571429
ACH-000139	ACH-000159	0.727272727
ACH-000139	ACH-000161	0.823529412
ACH-000139	ACH-000171	0.954545455
ACH-000139	ACH-000174	0.818181818
ACH-000139	ACH-000176	0.866666667
ACH-000139	ACH-000181	0.9
ACH-000142	ACH-000001	0.875
ACH-000142	ACH-000007	1
ACH-000142	ACH-000008	0.916666667
ACH-000142	ACH-000009	0.615384615
ACH-000142	ACH-000012	0.909090909
ACH-000142	ACH-000015	0.9375
ACH-000142	ACH-000023	0.9
ACH-000142	ACH-000030	0.9
ACH-000142	ACH-000035	0.714285714
ACH-000142	ACH-000040	0.777777778
ACH-000142	ACH-000042	0.947368421
ACH-000142	ACH-000047	0.9
ACH-000142	ACH-000052	0.833333333
ACH-000142	ACH-000055	0.916666667
ACH-000142	ACH-000062	0.875
ACH-000142	ACH-000067	0.8
ACH-000142	ACH-000078	1
ACH-000142	ACH-000082	0.714285714
ACH-000142	ACH-000087	0.777777778
ACH-000142	ACH-000092	0.909090909
ACH-000142	ACH-000094	0.692307692
ACH-000142	ACH-000098	0.7
ACH-000142	ACH-000099	1
ACH-000142	ACH-000100	0.75
ACH-000142	ACH-000102	0.875
ACH-000142	ACH-000103	0.875
ACH-000142	ACH-000107	0.888888889
ACH-000142	ACH-000109	0.769230769
ACH-000142	ACH-000111	0.857142857
ACH-000142	ACH-000114	0.571428571
ACH-000142	ACH-000115	0.923076923
ACH-000142	ACH-000117	0.545454545
ACH-000142	ACH-000121	0.846153846
ACH-000142	ACH-000129	0.888888889
ACH-000142	ACH-000132	0.692307692
ACH-000142	ACH-000138	0.9375
ACH-000142	ACH-000139	0.923076923
ACH-000142	ACH-000142	0
ACH-000142	ACH-000144	0.727272727
ACH-000142	ACH-000145	0.714285714
ACH-000142	ACH-000147	0.714285714
ACH-000142	ACH-000148	0.714285714
ACH-000142	ACH-000149	1
ACH-000142	ACH-000159	0.8
ACH-000142	ACH-000161	0.875
ACH-000142	ACH-000171	0.894736842
ACH-000142	ACH-000174	0.428571429
ACH-000142	ACH-000176	0.5
ACH-000142	ACH-000181	0.875
ACH-000144	ACH-000001	0.823529412
ACH-000144	ACH-000007	0.875
ACH-000144	ACH-000008	0.928571429
ACH-000144	ACH-000009	0.666666667
ACH-000144	ACH-000012	0.923076923
ACH-000144	ACH-000015	0.733333333
ACH-000144	ACH-000023	0.916666667
ACH-000144	ACH-000030	0.916666667
ACH-000144	ACH-000035	0.666666667
ACH-000144	ACH-000040	0.818181818
ACH-000144	ACH-000042	0.842105263
ACH-000144	ACH-000047	0.818181818
ACH-000144	ACH-000052	0.857142857
ACH-000144	ACH-000055	0.928571429
ACH-000144	ACH-000062	0.9
ACH-000144	ACH-000067	0.727272727
ACH-000144	ACH-000078	1
ACH-000144	ACH-000082	0.75
ACH-000144	ACH-000087	0.818181818
ACH-000144	ACH-000092	0.833333333
ACH-000144	ACH-000094	0.882352941
ACH-000144	ACH-000098	0.75
ACH-000144	ACH-000099	0.916666667
ACH-000144	ACH-000100	0.909090909
ACH-000144	ACH-000102	0.9
ACH-000144	ACH-000103	0.9
ACH-000144	ACH-000107	1
ACH-000144	ACH-000109	0.714285714
ACH-000144	ACH-000111	0.888888889
ACH-000144	ACH-000114	0.8
ACH-000144	ACH-000115	0.933333333
ACH-000144	ACH-000117	0.8
ACH-000144	ACH-000121	0.866666667
ACH-000144	ACH-000129	1
ACH-000144	ACH-000132	0.8125
ACH-000144	ACH-000138	0.882352941
ACH-000144	ACH-000139	0.933333333
ACH-000144	ACH-000142	0.727272727
ACH-000144	ACH-000144	0
ACH-000144	ACH-000145	0.777777778
ACH-000144	ACH-000147	0.9
ACH-000144	ACH-000148	0.777777778
ACH-000144	ACH-000149	0.928571429
ACH-000144	ACH-000159	0.833333333
ACH-000144	ACH-000161	0.823529412
ACH-000144	ACH-000171	0.789473684
ACH-000144	ACH-000174	0.7
ACH-000144	ACH-000176	0.785714286
ACH-000144	ACH-000181	0.9
ACH-000145	ACH-000001	0.928571429
ACH-000145	ACH-000007	1
ACH-000145	ACH-000008	0.75
ACH-000145	ACH-000009	0.846153846
ACH-000145	ACH-000012	0.875
ACH-000145	ACH-000015	0.923076923
ACH-000145	ACH-000023	0.857142857
ACH-000145	ACH-000030	0.857142857
ACH-000145	ACH-000035	0.846153846
ACH-000145	ACH-000040	0.666666667
ACH-000145	ACH-000042	0.9375
ACH-000145	ACH-000047	0.857142857
ACH-000145	ACH-000052	0.777777778
ACH-000145	ACH-000055	0.888888889
ACH-000145	ACH-000062	0.8
ACH-000145	ACH-000067	0.714285714
ACH-000145	ACH-000078	1
ACH-000145	ACH-000082	0.846153846
ACH-000145	ACH-000087	0.666666667
ACH-000145	ACH-000092	0.875
ACH-000145	ACH-000094	0.923076923
ACH-000145	ACH-000098	0.571428571
ACH-000145	ACH-000099	1
ACH-000145	ACH-000100	0.833333333
ACH-000145	ACH-000102	0.8
ACH-000145	ACH-000103	0.8
ACH-000145	ACH-000107	1
ACH-000145	ACH-000109	0.818181818
ACH-000145	ACH-000111	0.75
ACH-000145	ACH-000114	0.6
ACH-000145	ACH-000115	0.9
ACH-000145	ACH-000117	0.818181818
ACH-000145	ACH-000121	0.8
ACH-000145	ACH-000129	1
ACH-000145	ACH-000132	0.833333333
ACH-000145	ACH-000138	0.923076923
ACH-000145	ACH-000139	0.9
ACH-000145	ACH-000142	0.714285714
ACH-000145	ACH-000144	0.777777778
ACH-000145	ACH-000145	0
ACH-000145	ACH-000147	0.8
ACH-000145	ACH-000148	0.5
ACH-000145	ACH-000149	1
ACH-000145	ACH-000159	0.875
ACH-000145	ACH-000161	0.846153846
ACH-000145	ACH-000171	0.875
ACH-000145	ACH-000174	0.666666667
ACH-000145	ACH-000176	0.8
ACH-000145	ACH-000181	0.8
ACH-000147	ACH-000001	0.846153846
ACH-000147	ACH-000007	1
ACH-000147	ACH-000008	1
ACH-000147	ACH-000009	0.928571429
ACH-000147	ACH-000012	0.875
ACH-000147	ACH-000015	0.833333333
ACH-000147	ACH-000023	0.857142857
ACH-000147	ACH-000030	0.857142857
ACH-000147	ACH-000035	0.928571429
ACH-000147	ACH-000040	0.857142857
ACH-000147	ACH-000042	0.866666667
ACH-000147	ACH-000047	0.857142857
ACH-000147	ACH-000052	0.9
ACH-000147	ACH-000055	0.888888889
ACH-000147	ACH-000062	0.8
ACH-000147	ACH-000067	0.875
ACH-000147	ACH-000078	0.8
ACH-000147	ACH-000082	0.846153846
ACH-000147	ACH-000087	0.857142857
ACH-000147	ACH-000092	1
ACH-000147	ACH-000094	0.727272727
ACH-000147	ACH-000098	0.75
ACH-000147	ACH-000099	0.857142857
ACH-000147	ACH-000100	0.833333333
ACH-000147	ACH-000102	0.8
ACH-000147	ACH-000103	0.8
ACH-000147	ACH-000107	1
ACH-000147	ACH-000109	0.818181818
ACH-000147	ACH-000111	0.75
ACH-000147	ACH-000114	0.6
ACH-000147	ACH-000115	0.9
ACH-000147	ACH-000117	0.818181818
ACH-000147	ACH-000121	0.8
ACH-000147	ACH-000129	0.833333333
ACH-000147	ACH-000132	0.833333333
ACH-000147	ACH-000138	0.833333333
ACH-000147	ACH-000139	1
ACH-000147	ACH-000142	0.714285714
ACH-000147	ACH-000144	0.9
ACH-000147	ACH-000145	0.8
ACH-000147	ACH-000147	0
ACH-000147	ACH-000148	0.8
ACH-000147	ACH-000149	1
ACH-000147	ACH-000159	1
ACH-000147	ACH-000161	0.846153846
ACH-000147	ACH-000171	0.875
ACH-000147	ACH-000174	0.857142857
ACH-000147	ACH-000176	0.8
ACH-000147	ACH-000181	1
ACH-000148	ACH-000001	0.928571429
ACH-000148	ACH-000007	1
ACH-000148	ACH-000008	0.888888889
ACH-000148	ACH-000009	0.846153846
ACH-000148	ACH-000012	0.714285714
ACH-000148	ACH-000015	0.833333333
ACH-000148	ACH-000023	0.857142857
ACH-000148	ACH-000030	0.857142857
ACH-000148	ACH-000035	0.75
ACH-000148	ACH-000040	0.666666667
ACH-000148	ACH-000042	0.866666667
ACH-000148	ACH-000047	0.666666667
ACH-000148	ACH-000052	0.777777778
ACH-000148	ACH-000055	0.888888889
ACH-000148	ACH-000062	0.8
ACH-000148	ACH-000067	0.714285714
ACH-000148	ACH-000078	1
ACH-000148	ACH-000082	0.75
ACH-000148	ACH-000087	0.666666667
ACH-000148	ACH-000092	0.875
ACH-000148	ACH-000094	0.923076923
ACH-000148	ACH-000098	0.75
ACH-000148	ACH-000099	1
ACH-000148	ACH-000100	0.833333333
ACH-000148	ACH-000102	0.8
ACH-000148	ACH-000103	0.5
ACH-000148	ACH-000107	1
ACH-000148	ACH-000109	0.818181818
ACH-000148	ACH-000111	0.75
ACH-000148	ACH-000114	0.6
ACH-000148	ACH-000115	0.777777778
ACH-000148	ACH-000117	0.7
ACH-000148	ACH-000121	0.8
ACH-000148	ACH-000129	0.833333333
ACH-000148	ACH-000132	0.727272727
ACH-000148	ACH-000138	0.833333333
ACH-000148	ACH-000139	0.9
ACH-000148	ACH-000142	0.714285714
ACH-000148	ACH-000144	0.777777778
ACH-000148	ACH-000145	0.5
ACH-000148	ACH-000147	0.8
ACH-000148	ACH-000148	0
ACH-000148	ACH-000149	1
ACH-000148	ACH-000159	0.875
ACH-000148	ACH-000161	0.846153846
ACH-000148	ACH-000171	0.875
ACH-000148	ACH-000174	0.666666667
ACH-000148	ACH-000176	0.8
ACH-000148	ACH-000181	0.8
ACH-000149	ACH-000001	1
ACH-000149	ACH-000007	0.866666667
ACH-000149	ACH-000008	0.923076923
ACH-000149	ACH-000009	0.944444444
ACH-000149	ACH-000012	0.916666667
ACH-000149	ACH-000015	0.875
ACH-000149	ACH-000023	0.909090909
ACH-000149	ACH-000030	1
ACH-000149	ACH-000035	0.8125
ACH-000149	ACH-000040	0.909090909
ACH-000149	ACH-000042	0.95
ACH-000149	ACH-000047	1
ACH-000149	ACH-000052	1
ACH-000149	ACH-000055	1
ACH-000149	ACH-000062	1
ACH-000149	ACH-000067	0.916666667
ACH-000149	ACH-000078	1
ACH-000149	ACH-000082	0.944444444
ACH-000149	ACH-000087	1
ACH-000149	ACH-000092	0.7
ACH-000149	ACH-000094	1
ACH-000149	ACH-000098	0.923076923
ACH-000149	ACH-000099	0.909090909
ACH-000149	ACH-000100	0.9
ACH-000149	ACH-000102	0.888888889
ACH-000149	ACH-000103	1
ACH-000149	ACH-000107	1
ACH-000149	ACH-000109	0.9375
ACH-000149	ACH-000111	1
ACH-000149	ACH-000114	1
ACH-000149	ACH-000115	0.846153846
ACH-000149	ACH-000117	1
ACH-000149	ACH-000121	1
ACH-000149	ACH-000129	0.9
ACH-000149	ACH-000132	0.941176471
ACH-000149	ACH-000138	0.941176471
ACH-000149	ACH-000139	0.928571429
ACH-000149	ACH-000142	1
ACH-000149	ACH-000144	0.928571429
ACH-000149	ACH-000145	1
ACH-000149	ACH-000147	1
ACH-000149	ACH-000148	1
ACH-000149	ACH-000149	0
ACH-000149	ACH-000159	0.916666667
ACH-000149	ACH-000161	1
ACH-000149	ACH-000171	0.952380952
ACH-000149	ACH-000174	1
ACH-000149	ACH-000176	1
ACH-000149	ACH-000181	1
ACH-000159	ACH-000001	1
ACH-000159	ACH-000007	1
ACH-000159	ACH-000008	0.818181818
ACH-000159	ACH-000009	0.875
ACH-000159	ACH-000012	1
ACH-000159	ACH-000015	0.9375
ACH-000159	ACH-000023	0.9
ACH-000159	ACH-000030	0.9
ACH-000159	ACH-000035	0.8
ACH-000159	ACH-000040	0.777777778
ACH-000159	ACH-000042	0.947368421
ACH-000159	ACH-000047	1
ACH-000159	ACH-000052	0.833333333
ACH-000159	ACH-000055	1
ACH-000159	ACH-000062	1
ACH-000159	ACH-000067	0.909090909
ACH-000159	ACH-000078	1
ACH-000159	ACH-000082	0.875
ACH-000159	ACH-000087	0.9
ACH-000159	ACH-000092	0.8
ACH-000159	ACH-000094	0.9375
ACH-000159	ACH-000098	0.916666667
ACH-000159	ACH-000099	1
ACH-000159	ACH-000100	0.888888889
ACH-000159	ACH-000102	0.875
ACH-000159	ACH-000103	1
ACH-000159	ACH-000107	1
ACH-000159	ACH-000109	0.857142857
ACH-000159	ACH-000111	1
ACH-000159	ACH-000114	0.888888889
ACH-000159	ACH-000115	0.923076923
ACH-000159	ACH-000117	0.933333333
ACH-000159	ACH-000121	0.846153846
ACH-000159	ACH-000129	0.888888889
ACH-000159	ACH-000132	0.866666667
ACH-000159	ACH-000138	0.866666667
ACH-000159	ACH-000139	0.727272727
ACH-000159	ACH-000142	0.8
ACH-000159	ACH-000144	0.833333333
ACH-000159	ACH-000145	0.875
ACH-000159	ACH-000147	1
ACH-000159	ACH-000148	0.875
ACH-000159	ACH-000149	0.916666667
ACH-000159	ACH-000159	0
ACH-000159	ACH-000161	0.875
ACH-000159	ACH-000171	0.894736842
ACH-000159	ACH-000174	0.777777778
ACH-000159	ACH-000176	0.75
ACH-000159	ACH-000181	0.875
ACH-000161	ACH-000001	0.8
ACH-000161	ACH-000007	1
ACH-000161	ACH-000008	0.882352941
ACH-000161	ACH-000009	0.8
ACH-000161	ACH-000012	0.875
ACH-000161	ACH-000015	0.789473684
ACH-000161	ACH-000023	0.866666667
ACH-000161	ACH-000030	0.785714286
ACH-000161	ACH-000035	0.909090909
ACH-000161	ACH-000040	0.866666667
ACH-000161	ACH-000042	0.555555556
ACH-000161	ACH-000047	0.9375
ACH-000161	ACH-000052	0.823529412
ACH-000161	ACH-000055	0.882352941
ACH-000161	ACH-000062	0.928571429
ACH-000161	ACH-000067	0.875
ACH-000161	ACH-000078	0.928571429
ACH-000161	ACH-000082	0.666666667
ACH-000161	ACH-000087	0.866666667
ACH-000161	ACH-000092	0.875
ACH-000161	ACH-000094	0.85
ACH-000161	ACH-000098	0.882352941
ACH-000161	ACH-000099	0.9375
ACH-000161	ACH-000100	0.933333333
ACH-000161	ACH-000102	0.928571429
ACH-000161	ACH-000103	0.846153846
ACH-000161	ACH-000107	0.933333333
ACH-000161	ACH-000109	0.842105263
ACH-000161	ACH-000111	0.923076923
ACH-000161	ACH-000114	0.857142857
ACH-000161	ACH-000115	0.888888889
ACH-000161	ACH-000117	0.842105263
ACH-000161	ACH-000121	0.6875
ACH-000161	ACH-000129	1
ACH-000161	ACH-000132	0.85
ACH-000161	ACH-000138	0.722222222
ACH-000161	ACH-000139	0.823529412
ACH-000161	ACH-000142	0.875
ACH-000161	ACH-000144	0.823529412
ACH-000161	ACH-000145	0.846153846
ACH-000161	ACH-000147	0.846153846
ACH-000161	ACH-000148	0.846153846
ACH-000161	ACH-000149	1
ACH-000161	ACH-000159	0.875
ACH-000161	ACH-000161	0
ACH-000161	ACH-000171	0.714285714
ACH-000161	ACH-000174	0.866666667
ACH-000161	ACH-000176	0.894736842
ACH-000161	ACH-000181	0.928571429
ACH-000171	ACH-000001	0.714285714
ACH-000171	ACH-000007	0.75
ACH-000171	ACH-000008	0.842105263
ACH-000171	ACH-000009	0.826086957
ACH-000171	ACH-000012	0.894736842
ACH-000171	ACH-000015	0.7
ACH-000171	ACH-000023	0.947368421
ACH-000171	ACH-000030	0.823529412
ACH-000171	ACH-000035	0.65
ACH-000171	ACH-000040	0.888888889
ACH-000171	ACH-000042	0.619047619
ACH-000171	ACH-000047	0.947368421
ACH-000171	ACH-000052	0.722222222
ACH-000171	ACH-000055	0.705882353
ACH-000171	ACH-000062	0.941176471
ACH-000171	ACH-000067	0.833333333
ACH-000171	ACH-000078	0.941176471
ACH-000171	ACH-000082	0.772727273
ACH-000171	ACH-000087	0.823529412
ACH-000171	ACH-000092	0.764705882
ACH-000171	ACH-000094	0.869565217
ACH-000171	ACH-000098	0.842105263
ACH-000171	ACH-000099	0.888888889
